t0	0.0
t1	0.02713882328
t2	0.497098185552
t3	0.789029282226
t4	0.804044538371
t5	1.01584369467
t6	1.20734565128
t7	1.28156508475
t8	1.35845381067
t9	1.35850615159
t10	1.61891471241
t11	1.68697321555
t12	1.73392319555
t13	1.77093983606
t14	1.99642969531
t15	2.03978295096
t16	2.06844868741
t17	2.0819056653
t18	2.43602112709
t19	2.53091240545
t20	2.7057606077
t21	2.73497417047
t22	2.81229498055
t23	2.96302252037
t24	2.99977717767
t25	3.19521361026
t26	3.20945467506
t27	3.25955136906
t28	3.32872983416
t29	3.39994259639
t30	3.47235339337
t31	3.49480187843
t32	3.54643386145
t33	3.58292587271
t34	3.7428823922
t35	3.85311061072
t36	3.91965169107
t37	3.96322812703
t38	3.98553724126
t39	3.99704550403
t40	3.99875291848
t41	4.09092569115
t42	4.19910993857
t43	4.23607675483
t44	4.38549620251
t45	4.44275648294
t46	4.49219185868
t47	4.53998115308
t48	4.55763522599
t49	4.57839714248
t50	4.68163157867
t51	4.74860269501
t52	4.7699191033
t53	4.77200209116
t54	4.81414182081
t55	4.82979264857
t56	4.88429012838
t57	4.9343549563
t58	4.94300327335
t59	4.95374808785
t60	5.02762412423
t61	5.05164784606
t62	5.09360077919
t63	5.12441701784
t64	5.13274696612
t65	5.13777645238
t66	5.14019009435
t67	5.14706329769
t68	5.18509050752
t69	5.35100737955
t70	5.36803736877
t71	5.42965019342
t72	5.46819347102
t73	5.52799310723
t74	5.56445889124
t75	5.57403496248
t76	5.59068019352
t77	5.59340521411
t78	5.62779631613
t79	5.64648654878
t80	5.66768276822
t81	5.74660001467
t82	5.87481883456
t83	5.91390562751
t84	5.95785502362
t85	5.97416271604
t86	5.97480103869
t87	6.34406996395
t88	6.56797016217
